,tweet_id,retweet_count,favorite_count
998,703425003149250560,1406,3892
999,703611486317502464,1565,3949
1000,703631701117943808,699,2658
1001,703769065844768768,1172,3366
1002,703774238772166656,476,1883
1003,704054845121142784,934,3003
1004,704113298707505153,578,1896
1005,704134088924532736,478,1545
1006,704347321748819968,359,1626
1007,704364645503647744,3648,8211
1008,704480331685040129,1090,3474
1009,704491224099647488,82,781
1010,704499785726889984,1032,3006
1011,704761120771465216,2981,6794
1012,704819833553219584,1012,2710
1013,704847917308362754,1575,5220
1014,704859558691414016,557,2309
1015,704871453724954624,1142,4379
1016,705066031337840642,630,2232
1017,705102439679201280,525,2206
1018,705223444686888960,817,2637
1019,705239209544720384,768,3078
1020,705428427625635840,1734,3905
1021,705442520700944385,1674,4549
1022,705475953783398401,943,3026
1023,705591895322394625,1182,3251
1024,705786532653883392,534,1992
1025,705898680587526145,568,2423
1026,705970349788291072,914,3227
1027,705975130514706432,751,3185
1028,706153300320784384,389,1520
1029,706166467411222528,1647,5283
1030,706169069255446529,2286,4009
1031,706265994973601792,954,2803
1032,706291001778950144,483,1741
1033,706310011488698368,8180,21904
1034,706346369204748288,951,3533
1035,706516534877929472,1057,3176
1036,706538006853918722,1463,3548
1037,706593038911545345,648,2213
1038,706644897839910912,1128,2643
1039,706681918348251136,995,3409
1040,706901761596989440,614,2114
1041,706904523814649856,8064,14948
1042,707014260413456384,605,2359
1043,707021089608753152,1409,4186
1044,707038192327901184,807,2242
1045,707059547140169728,692,2650
1046,707297311098011648,813,2847
1047,707315916783140866,661,2537
1048,707377100785885184,1110,3365
1049,707387676719185920,1328,3588
1050,707411934438625280,611,2345
1051,707420581654872064,710,2334
1052,707610948723478529,6538,17382
1053,707629649552134146,907,2634
1054,707693576495472641,1025,3504
1055,707738799544082433,2540,4187
1056,707741517457260545,628,2550
1057,707776935007539200,972,3363
1058,707969809498152960,989,2770
1059,707983188426153984,2,51
1060,707995814724026368,1153,3212
1061,708026248782585858,1971,4480
1062,708109389455101952,557,1986
1063,708119489313951744,1007,2751
1064,708130923141795840,867,3476
1065,708149363256774660,1591,4386
1066,708349470027751425,758,2405
1067,708356463048204288,1357,3682
1068,708400866336894977,10362,16395
1069,708469915515297792,837,3170
1070,708479650088034305,690,2614
1071,708711088997666817,740,2611
1072,708738143638450176,841,2813
1073,708810915978854401,7118,16892
1074,708834316713893888,515,1722
1075,708845821941387268,918,3063
1076,708853462201716736,672,1833
1077,709042156699303936,1682,4866
1078,709158332880297985,428,2093
1079,709179584944730112,686,2055
1080,709198395643068416,660,2484
1081,709207347839836162,5965,12878
1082,709225125749587968,582,2462
1083,709409458133323776,702,2679
1084,709449600415961088,589,2286
1085,709519240576036864,240,1525
1086,709556954897764353,1094,3376
1087,709566166965075968,1233,3626
1088,709852847387627521,1230,3599
1089,709901256215666688,103,692
1090,709918798883774466,1087,3061
1091,710117014656950272,2038,5633
1092,710140971284037632,908,2838
1093,710153181850935296,913,2974
1094,710269109699739648,1156,2456
1095,710272297844797440,1276,4639
1096,710283270106132480,529,2197
1097,710296729921429505,758,2432
1098,710588934686908417,1916,4655
1099,710609963652087808,2435,4907
1100,710658690886586372,574,2370
1101,710833117892898816,545,2753
1102,710844581445812225,710,2608
1103,710997087345876993,1410,4672
1104,711008018775851008,626,3061
1105,711306686208872448,747,3391
1106,711363825979756544,1165,3748
1107,711652651650457602,938,3948
1108,711694788429553666,18831,33648
1109,711732680602345472,4228,9090
1110,711743778164514816,1009,2914
1111,711968124745228288,2373,8262
1112,711998809858043904,130,0
1113,712065007010385924,645,2315
1114,712085617388212225,495,3337
1115,712092745624633345,909,3013
1116,712097430750289920,1066,3879
1117,712309440758808576,25,247
1118,712438159032893441,1598,5454
1119,712668654853337088,1239,4272
1120,712717840512598017,5124,12635
1121,712809025985978368,6875,18973
1122,713175907180089344,1498,4567
1123,713177543487135744,2904,7386
1124,713411074226274305,1325,4524
1125,713761197720473600,1405,4985
1126,713900603437621249,755,2906
1127,713909862279876608,548,1961
1128,713919462244790272,797,3365
1129,714141408463036416,1428,4399
1130,714214115368108032,896,2324
1131,714251586676113411,848,3351
1132,714258258790387713,730,3092
1133,714485234495041536,1166,2754
1134,714606013974974464,944,3713
1135,714631576617938945,1026,3341
1136,714957620017307648,1440,4219
1137,714962719905021952,4384,7517
1138,714982300363173890,1060,3834
1139,715009755312439296,1265,4264
1140,715200624753819648,1933,5249
1141,715220193576927233,668,2472
1142,715342466308784130,707,3102
1143,715360349751484417,1613,5591
1144,715680795826982913,1655,4426
1145,715696743237730304,1321,4001
1146,715704790270025728,578,2871
1147,715733265223708672,1722,4773
1148,715758151270801409,1468,3807
1149,715928423106027520,897,3265
1150,716080869887381504,1954,6889
1151,716285507865542656,1097,2837
1152,716439118184652801,216,2424
1153,716447146686459905,6027,13362
1154,716730379797970944,441,1261
1155,716791146589110272,1566,7454
1156,716802964044845056,1203,4391
1157,717009362452090881,993,3330
1158,717047459982213120,1975,6418
1159,717421804990701568,865,3223
1160,717428917016076293,460,1648
1161,717537687239008257,1887,5892
1162,717790033953034240,1148,2949
1163,717841801130979328,613,2513
1164,718234618122661888,1026,3968
1165,718246886998687744,512,1977
1166,718454725339934721,1538,4960
1167,718460005985447936,535,2761
1168,718540630683709445,1040,2531
1169,718613305783398402,492,2487
1170,718631497683582976,8250,19272
1171,718939241951195136,1810,5362
1172,718971898235854848,1105,3563
1173,719332531645071360,976,3498
1174,719339463458033665,1279,4516
1175,719367763014393856,758,2856
1176,719551379208073216,1959,5171
1177,719704490224398336,1478,4657
1178,719991154352222208,1786,4943
1179,720043174954147842,2058,5015
1180,720059472081784833,1143,3962
1181,720340705894408192,1003,2937
1182,720389942216527872,2566,6530
1183,720415127506415616,1536,4223
1184,720775346191278080,682,2542
1185,720785406564900865,788,3188
1186,721001180231503872,628,2586
1187,721503162398597120,1909,4737
1188,722613351520608256,1675,5077
1189,722974582966214656,1599,4198
1190,723179728551723008,1905,5401
1191,723673163800948736,912,3086
1192,723688335806480385,3032,7851
1193,723912936180330496,1265,3985
1194,724004602748780546,1605,4278
1195,724046343203856385,574,2718
1196,724049859469295616,1824,4423
1197,724405726123311104,1681,5399
1198,724771698126512129,654,2425
1199,724983749226668032,1344,3803
1200,725458796924002305,631,1438
1201,725729321944506368,1833,5310
1202,725786712245440512,1399,4247
1203,725842289046749185,2732,7200
1204,726224900189511680,1175,4511
1205,726828223124897792,1024,3644
1206,726887082820554753,1554,3922
1207,726935089318363137,2518,7051
1208,727155742655025152,1368,3726
1209,727175381690781696,1423,3988
1210,727286334147182592,834,3112
1211,727314416056803329,764,3413
1212,727524757080539137,1255,4568
1213,727644517743104000,1790,6025
1214,727685679342333952,652,3011
1215,728015554473250816,1134,4205
1216,728035342121635841,1705,4669
1217,728046963732717569,1218,4417
1218,728387165835677696,984,3764
1219,728409960103686147,2058,5030
1220,728653952833728512,1061,3389
1221,728751179681943552,697,2839
1222,728760639972315136,1756,4783
1223,728986383096946689,842,3224
1224,729113531270991872,333,1924
1225,729463711119904772,2378,5933
1226,729823566028484608,1276,4080
1227,729838605770891264,394,1751
1228,729854734790754305,1162,4140
1229,730196704625098752,1972,4977
1230,730211855403241472,1078,3915
1231,730427201120833536,1074,3565
1232,730573383004487680,2188,5030
1233,730924654643314689,2035,6284
1234,731156023742988288,1304,3922
1235,731285275100512256,1007,3564
1236,732005617171337216,5562,15270
1237,732375214819057664,2584,8288
1238,732585889486888962,792,3764
1239,732726085725589504,911,3624
1240,732732193018155009,550,2498
1241,733109485275860992,17247,50456
1242,733460102733135873,1323,4308
1243,733482008106668032,974,3216
1244,733822306246479872,1040,3753
1245,733828123016450049,804,3658
1246,734559631394082816,407,1525
1247,734776360183431168,558,2571
1248,734787690684657664,6464,12869
1249,734912297295085568,538,2810
1250,735137028879360001,993,3200
1251,735256018284875776,909,3414
1252,735274964362878976,5204,13325
1253,735635087207878657,2408,6330
1254,735648611367784448,1137,4112
1255,735991953473572864,1184,3683
1256,736010884653420544,3080,8092
1257,736225175608430592,2857,8323
1258,736365877722001409,1279,4087
1259,736392552031657984,7627,18168
1260,736736130620620800,1788,4393
1261,737310737551491075,7614,15059
1262,737322739594330112,836,3687
1263,737445876994609152,4588,10532
1264,737678689543020544,1368,5163
1265,737800304142471168,3576,10248
1266,737826014890496000,1816,5400
1267,738156290900254721,665,2572
1268,738166403467907072,3482,9014
1269,738184450748633089,1247,4425
1270,738402415918125056,861,3324
1271,738537504001953792,1597,5228
1272,738883359779196928,824,3401
1273,738885046782832640,1177,3866
1274,738891149612572673,6,112
1275,739238157791694849,59814,118988
1276,739485634323156992,3024,7354
1277,739544079319588864,21994,40681
1278,739606147276148736,1702,5505
1279,739623569819336705,1399,3883
1280,739844404073074688,883,3902
1281,739932936087216128,1116,4155
1282,739979191639244800,6085,20504
1283,740214038584557568,2025,6867
1284,740359016048689152,882,3385
1285,740365076218183684,442,2533
1286,740373189193256964,13694,35806
1287,740676976021798912,7015,18653
1288,740699697422163968,809,2913
1289,740711788199743490,966,3501
1290,740995100998766593,2835,6553
1291,741067306818797568,3195,9728
1292,741099773336379392,5692,10279
1293,741303864243200000,3327,9016
1294,741438259667034112,857,3762
1295,741743634094141440,2854,8400
1296,741793263812808706,1557,4667
1297,742150209887731712,1588,5279
1298,742161199639494656,1424,4466
1299,742385895052087300,2038,6986
1300,742423170473463808,3892,10077
1301,742465774154047488,4004,7456
1302,742528092657332225,2039,4545
1303,742534281772302336,3672,7238
1304,743210557239623680,1413,3954
1305,743222593470234624,1955,6372
1306,743253157753532416,1264,4343
1307,743510151680958465,3827,8129
1308,743545585370791937,971,3631
1309,743595368194129920,6765,18956
1310,743609206067040256,1418,4608
1311,743835915802583040,2153,0
1312,743895849529389061,987,3742
1313,743980027717509120,1134,4280
1314,744223424764059648,378,1726
1315,744234799360020481,80643,161078
1316,744334592493166593,2194,6965
1317,744709971296780288,1617,5763
1318,744971049620602880,2772,8115
1319,744995568523612160,639,3048
1320,745057283344719872,2350,7443
1321,745074613265149952,3629,8058
1322,745314880350101504,2859,7383
1323,745422732645535745,2512,8837
1324,745433870967832576,2626,7292
1325,745712589599014916,2402,7194
1326,745789745784041472,1102,4139
1327,746056683365994496,838,3647
1328,746131877086527488,2286,7113
1329,746369468511756288,1691,6353
1330,746507379341139972,1113,4782
1331,746521445350707200,1016,0
1332,746542875601690625,1929,5188
1333,746726898085036033,1852,6223
1334,746757706116112384,4039,9851
1335,746790600704425984,1643,5016
1336,746818907684614144,1790,5449
1337,746872823977771008,2206,6163
1338,746906459439529985,309,2976
1339,747103485104099331,4108,9861
1340,747204161125646336,948,3481
1341,747219827526344708,1630,5449
1342,747242308580548608,2981,0
1343,747439450712596480,1983,5593
1344,747461612269887489,1070,3984
1345,747512671126323200,1651,5697
1346,747594051852075008,1087,3796
1347,747600769478692864,573,2388
1348,747648653817413632,6042,13314
1349,747651430853525504,161,1424
1350,747816857231626240,1203,4993
1351,747844099428986880,771,2896
1352,747885874273214464,1013,3034
1353,747933425676525569,2631,6821
1354,747963614829678593,2219,5941
1355,748220828303695873,8086,14589
1356,748307329658011649,733,3771
1357,748324050481647620,786,3796
1358,748337862848962560,4250,7909
1359,748346686624440324,1275,5374
1360,748568946752774144,691,2256
1361,748575535303884801,2052,6252
1362,748692773788876800,1370,4374
1363,748699167502000129,1652,4893
1364,748705597323898880,981,2853
1365,748932637671223296,2344,6010
1366,748977405889503236,3528,11077
1367,749036806121881602,816,3201
1368,749064354620928000,1574,4946
1369,749075273010798592,2143,5945
1370,749317047558017024,2309,5656
1371,749395845976588288,3573,8864
1372,749403093750648834,554,2704
1373,749417653287129088,1710,6296
1374,749774190421639168,1364,4805
1375,749981277374128128,2543,5278
1376,749996283729883136,845,3159
1377,750011400160841729,943,3341
1378,750026558547456000,815,2795
1379,750041628174217216,644,3276
1380,750056684286914561,932,3251
1381,750071704093859840,3458,8130
1382,750086836815486976,560,2242
1383,750101899009982464,875,3142
1384,750117059602808832,1358,4472
1385,750132105863102464,1342,3754
1386,750147208377409536,995,3211
1387,750381685133418496,29,728
1388,750383411068534784,1189,4703
1389,750429297815552001,4445,13590
1390,750506206503038976,1185,4583
1391,750719632563142656,5234,13629
1392,750868782890057730,1433,4940
1393,751132876104687617,1349,5231
1394,751205363882532864,1892,6520
1395,751251247299190784,6117,12930
1396,751456908746354688,1039,3307
1397,751538714308972544,1310,5211
1398,751583847268179968,1146,4543
1399,751598357617971201,3148,8173
1400,751793661361422336,3009,6051
1401,751830394383790080,2025,5985
1402,751937170840121344,1391,5371
1403,751950017322246144,963,3169
1404,752173152931807232,1910,6140
1405,752309394570878976,17061,0
1406,752334515931054080,1143,3939
1407,752519690950500352,3570,7616
1408,752568224206688256,2375,5715
1409,752660715232722944,1631,4542
1410,752682090207055872,1659,6190
1411,752701944171524096,2987,0
1412,752917284578922496,1637,7131
1413,752932432744185856,7123,13069
1414,753026973505581056,1008,4036
1415,753039830821511168,21770,38417
1416,753294487569522689,1081,3495
1417,753298634498793472,5957,0
1418,753375668877008896,2427,7894
1419,753398408988139520,1993,5969
1420,753420520834629632,3701,8197
1421,753655901052166144,2245,6028
1422,754120377874386944,2440,8137
1423,754449512966619136,756,3880
1424,754482103782404096,2026,5496
1425,754747087846248448,546,2667
1426,754856583969079297,2622,7116
1427,754874841593970688,8259,0
1428,755110668769038337,11533,21977
1429,755206590534418437,5556,17028
1430,755955933503782912,2993,7596
1431,756275833623502848,1589,6644
1432,756288534030475264,18161,44324
1433,756303284449767430,1134,4085
1434,756526248105566208,3743,10773
1435,756651752796094464,1359,5238
1436,756939218950160384,2087,6874
1437,756998049151549440,2063,6506
1438,757354760399941633,1479,4672
1439,757393109802180609,1802,6029
1440,757400162377592832,7117,15695
1441,757596066325864448,1091,4483
1442,757597904299253760,307,0
1443,757611664640446465,1149,4732
1444,757725642876129280,1260,4696
1445,757729163776290825,8362,0
1446,757741869644341248,3386,7120
1447,758041019896193024,386,2795
1448,758099635764359168,10452,19835
1449,758355060040593408,1126,3537
1450,758405701903519748,2003,5389
1451,758467244762497024,2313,4970
1452,758474966123810816,1036,3949
1453,758740312047005698,1675,5935
1454,758828659922702336,4003,11590
1455,758854675097526272,932,3680
1456,759047813560868866,2108,6745
1457,759099523532779520,4341,15044
1458,759159934323924993,1214,0
1459,759197388317847553,2023,6284
1460,759446261539934208,504,1730
1461,759447681597108224,2539,8814
1462,759557299618865152,1226,4869
1463,759566828574212096,21994,0
1464,759793422261743616,1976,6180
1465,759846353224826880,2060,6958
1466,759923798737051648,5900,15212
1467,759943073749200896,2170,6158
1468,760153949710192640,31,0
1469,760190180481531904,1880,5916
1470,760252756032651264,903,4096
1471,760290219849637889,12002,27823
1472,760521673607086080,1455,4389
1473,760539183865880579,3778,7865
1474,760641137271070720,1339,5150
1475,760656994973933572,1989,6865
1476,760893934457552897,1019,3956
1477,761004547850530816,3622,11754
1478,761227390836215808,1625,5507
1479,761292947749015552,1133,4630
1480,761334018830917632,1511,5391
1481,761371037149827077,18831,0
1482,761599872357261312,1231,4282
1483,761672994376806400,30347,51416
1484,761745352076779520,892,4422
1485,761750502866649088,4102,0
1486,761976711479193600,2098,5598
1487,762035686371364864,16259,33180
1488,762316489655476224,1170,4991
1489,762464539388485633,4371,10703
1490,762471784394268675,6743,11697
1491,762699858130116608,3781,12629
1492,763103485927849985,2384,7647
1493,763167063695355904,3155,0
1494,763183847194451968,1543,5594
1495,763837565564780549,4349,13076
1496,763956972077010945,57,777
1497,764259802650378240,1571,6262
1498,764857477905154048,1847,6690
1499,765222098633691136,3534,12077
1500,765371061932261376,2258,7372
1501,765395769549590528,3538,27529
1502,765669560888528897,1272,5396
1503,765719909049503744,2236,7521
1504,766008592277377025,519,3898
1505,766069199026450432,895,4422
1506,766078092750233600,2732,0
1507,766313316352462849,1968,7048
1508,766423258543644672,1663,6254
1509,766693177336135680,827,4180
1510,766714921925144576,395,2708
1511,766793450729734144,1414,5285
1512,766864461642756096,5900,0
1513,767122157629476866,2982,10538
1514,767191397493538821,3956,12761
1515,767500508068192258,2439,7779
1516,767754930266464257,5634,16673
1517,767884188863397888,1452,4951
1518,768193404517830656,3723,11325
1519,768473857036525572,3593,14188
1520,768554158521745409,6085,0
1521,768596291618299904,1338,5230
1522,768609597686943744,1254,4280
1523,768855141948723200,929,4366
1524,768909767477751808,2810,0
1525,768970937022709760,6820,14994
1526,769212283578875904,1789,5620
1527,769335591808995329,8064,0
1528,769695466921623552,1735,6648
1529,769940425801170949,10035,32651
1530,770069151037685760,2399,7880
1531,770093767776997377,3195,0
1532,770293558247038976,1553,6490
1533,770414278348247044,2179,6564
1534,770655142660169732,1834,7616
1535,770772759874076672,1482,5391
1536,770787852854652928,1266,5141
1537,771004394259247104,227,0
1538,771014301343748096,1725,7152
1539,771102124360998913,1504,6500
1540,771136648247640064,3051,9526
1541,771171053431250945,7867,0
1542,771380798096281600,5344,10932
1543,771500966810099713,2731,8597
1544,771770456517009408,3558,12497
1545,771908950375665664,1988,6849
1546,772102971039580160,976,4169
1547,772114945936949249,491,2824
1548,772117678702071809,774,3925
1549,772152991789019136,1179,3954
1550,772193107915964416,1450,6296
1551,772581559778025472,1773,6757
1552,772615324260794368,3534,0
1553,772826264096874500,2451,8358
1554,772877495989305348,4068,8921
1555,773191612633579521,4333,10407
1556,773247561583001600,3394,9825
1557,773308824254029826,7832,24234
1558,773336787167145985,5344,0
1559,773547596996571136,6473,23019
1560,773670353721753600,1364,5547
1561,773704687002451968,1703,6883
1562,773922284943896577,1832,6669
1563,773985732834758656,4052,11172
1564,774314403806253056,5815,22703
1565,774639387460112384,1813,7007
1566,774757898236878852,1862,8935
1567,775085132600442880,4953,16227
1568,775350846108426240,4088,10590
1569,775364825476165632,3127,7732
1570,775729183532220416,4823,13493
1571,775733305207554048,4192,14448
1572,775842724423557120,2807,12228
1573,775898661951791106,17247,0
1574,776088319444877312,158,1915
1575,776113305656188928,4571,12250
1576,776201521193218049,2644,10023
1577,776218204058357768,16730,31270
1578,776249906839351296,9615,0
1579,776477788987613185,2918,9231
1580,776813020089548800,1278,5087
1581,776819012571455488,14397,0
1582,777189768882946048,4515,14919
1583,777621514455814149,2618,9143
1584,777641927919427584,4445,0
1585,777684233540206592,3084,11716
1586,777885040357281792,1716,6632
1587,777953400541634568,3723,0
1588,778027034220126208,1705,6842
1589,778039087836069888,2768,8858
1590,778286810187399168,3465,10861
1591,778383385161035776,1158,6103
1592,778396591732486144,12878,0
1593,778408200802557953,4558,14268
1594,778624900596654080,1060,4842
1595,778650543019483137,1585,6019
1596,778748913645780993,1381,7205
1597,778764940568104960,383,902
1598,778774459159379968,10452,0
1599,778990705243029504,7601,20907
1600,779056095788752897,4763,15453
1601,779124354206535695,19360,0
1602,779377524342161408,3270,9214
1603,779834332596887552,7455,19806
1604,780074436359819264,5239,12775
1605,780092040432480260,2427,0
1606,780192070812196864,2356,9088
1607,780459368902959104,1131,5523
1608,780476555013349377,121,0
1609,780496263422808064,3892,0
1610,780543529827336192,1824,6583
1611,780601303617732608,3514,12658
1612,780800785462489090,1374,5746
1613,780858289093574656,2114,7519
1614,780931614150983680,7720,22610
1615,781163403222056960,2877,10223
1616,781251288990355457,2203,8819
1617,781308096455073793,2684,7455
1618,781524693396357120,5857,21705
1619,781655249211752448,1181,4184
1620,781661882474196992,2851,10925
1621,781955203444699136,3540,11641
1622,782021823840026624,6538,0
1623,782305867769217024,5874,17424
1624,782598640137187329,1978,8149
1625,782722598790725632,5685,18079
1626,782747134529531904,1476,7821
1627,782969140009107456,7757,25250
1628,783085703974514689,2334,8524
1629,783334639985389568,12333,30561
1630,783347506784731136,5898,0
1631,783391753726550016,5795,17661
1632,783466772167098368,2368,8849
1633,783695101801398276,3386,10925
1634,783821107061198850,2066,7699
1635,783839966405230592,11375,31447
1636,784057939640352768,11743,31256
1637,784183165795655680,8507,21075
1638,784431430411685888,1353,5969
1639,784517518371221505,2676,9388
1640,784826020293709826,3408,10603
1641,785170936622350336,5106,12627
1642,785264754247995392,1724,7613
1643,785515384317313025,1334,6393
1644,785533386513321988,2105,9549
1645,785639753186217984,2346,8199
1646,785872687017132033,1923,7008
1647,785927819176054784,3348,11930
1648,786036967502913536,7455,0
1649,786051337297522688,160,1498
1650,786233965241827333,5034,16020
1651,786286427768250368,3020,8355
1652,786363235746385920,3701,11430
1653,786595970293370880,3289,9867
1654,786664955043049472,2697,11164
1655,786709082849828864,6453,19106
1656,786729988674449408,2539,0
1657,786963064373534720,8430,27907
1658,787111942498508800,7123,0
1659,787322443945877504,1847,8166
1660,787397959788929025,2998,11384
1661,787717603741622272,2941,10735
1662,787810552592695296,3240,9109
1663,788039637453406209,1396,6451
1664,788070120937619456,3622,0
1665,788150585577050112,1370,6439
1666,788178268662984705,2223,7587
1667,788412144018661376,5584,16332
1668,788552643979468800,7627,0
1669,788765914992902144,10908,28777
1670,788908386943430656,13153,28775
1671,789137962068021249,2961,10189
1672,789268448748703744,2751,9570
1673,789280767834746880,5234,0
1674,789314372632018944,2422,9058
1675,789530877013393408,3575,12359
1676,789599242079838210,2034,7093
1677,789628658055020548,1879,7885
1678,789903600034189313,4372,10889
1679,789960241177853952,4371,0
1680,789986466051088384,2454,9708
1681,790227638568808452,3781,0
1682,790277117346975746,3361,13188
1683,790337589677002753,1977,8209
1684,790581949425475584,7598,21707
1685,790698755171364864,2028,8616
1686,790723298204217344,2454,0
1687,790946055508652032,4970,17480
1688,790987426131050500,2260,10361
1689,791026214425268224,4349,0
1690,791312159183634433,2682,9228
1691,791406955684368384,4369,13782
1692,791672322847637504,3310,12343
1693,791774931465953280,23515,47449
1694,791780927877898241,4039,0
1695,791784077045166082,10185,0
1696,791821351946420224,22333,0
1697,792050063153438720,1915,7533
1698,792394556390137856,4543,14117
1699,792773781206999040,1780,7726
1700,792883833364439040,4523,11878
1701,792913359805018113,4222,15063
1702,793120401413079041,4141,13342
1703,793135492858580992,2630,6792
1704,793150605191548928,1802,6495
1705,793165685325201412,2948,9890
1706,793180763617361921,2116,7285
1707,793195938047070209,5967,16061
1708,793210959003287553,2969,9382
1709,793226087023144960,3042,10342
1710,793241302385262592,3479,11051
1711,793256262322548741,8849,21019
1712,793271401113350145,2525,9111
1713,793286476301799424,9742,25854
1714,793500921481273345,2517,11240
1715,793601777308463104,1723,8387
1716,793614319594401792,3310,0
1717,793845145112371200,1983,9686
1718,793962221541933056,5174,17669
1719,794205286408003585,3512,9678
1720,794332329137291264,2819,10061
1721,794355576146903043,10908,0
1722,794926597468000259,2441,10799
1723,794983741416415232,3575,0
1724,795076730285391872,5748,17033
1725,795400264262053889,3055,10604
1726,795464331001561088,25146,52285
1727,796031486298386433,3925,11367
1728,796080075804475393,2462,8897
1729,796116448414461957,2564,9587
1730,796125600683540480,1907,5200
1731,796149749086875649,15156,33947
1732,796177847564038144,15156,0
1733,796387464403357696,4412,11563
1734,796484825502875648,1868,7970
1735,796563435802726400,7720,0
1736,796759840936919040,3241,12451
1737,796865951799083009,2020,8069
1738,796904159865868288,9432,0
1739,797165961484890113,28,237
1740,797236660651966464,7019,20972
1741,797545162159308800,5156,15263
1742,797971864723324932,3307,12229
1743,798209839306514432,2712,10911
1744,798340744599797760,3558,0
1745,798576900688019456,6203,0
1746,798585098161549313,6058,0
1747,798628517273620480,2089,0
1748,798644042770751489,1963,0
1749,798665375516884993,4132,0
1750,798673117451325440,5888,0
1751,798682547630837760,4987,0
1752,798686750113755136,2463,0
1753,798694562394996736,5256,0
1754,798697898615730177,6875,0
1755,798701998996647937,8250,0
1756,798705661114773508,7015,0
1757,798925684722855936,1511,7835
1758,798933969379225600,4751,13783
1759,799063482566066176,2615,8482
1760,799297110730567681,2925,10400
1761,799308762079035393,5815,0
1762,799422933579902976,2039,8465
1763,799757965289017345,2289,8815
1764,799774291445383169,4953,0
1765,800018252395122689,13956,29841
1766,800141422401830912,2698,16084
1767,800188575492947969,4196,0
1768,800388270626521089,2975,11713
1769,800443802682937345,4571,0
1770,800459316964663297,2289,9961
1771,800513324630806528,3186,13791
1772,800751577355128832,2947,11060
1773,800855607700029440,1707,0
1774,800859414831898624,101,722
1775,801115127852503040,2224,8478
1776,801127390143516673,4192,0
1777,801167903437357056,6288,25748
1778,801285448605831168,874,6352
1779,801538201127157760,2186,8604
1780,801854953262350336,248,1853
1781,801958328846974976,1806,8117
1782,802185808107208704,282,0
1783,802239329049477120,2771,9515
1784,802265048156610565,1442,6923
1785,802323869084381190,6181,17024
1786,802572683846291456,2662,9392
1787,802600418706604034,1557,7460
1788,802624713319034886,3084,0
1789,802952499103731712,2124,9473
1790,803276597545603072,2609,10525
1791,803321560782307329,5634,0
1792,803380650405482500,1966,8136
1793,803638050916102144,4364,11507
1794,803692223237865472,7852,0
1795,803773340896923648,2921,10546
1796,804026241225523202,17106,46789
1797,804413760345620481,3408,0
1798,804475857670639616,2132,6432
1799,804738756058218496,4061,14390
1800,805207613751304193,1809,8179
1801,805487436403003392,2680,9222
1802,805520635690676224,1748,6031
1803,805823200554876929,8507,0
1804,805826884734976000,1937,6902
1805,805932879469572096,2030,8685
1806,805958939288408065,5685,0
1807,806219024703037440,1263,6748
1808,806242860592926720,12333,0
1809,806542213899489280,2497,10728
1810,806576416489959424,2058,5107
1811,806620845233815552,5857,0
1812,806629075125202948,36782,78640
1813,807010152071229440,4074,13702
1814,807059379405148160,7757,0
1815,807106840509214720,58778,124465
1816,807621403335917568,3865,15270
1817,808001312164028416,3745,13178
1818,808106460588765185,2339,9199
1819,808134635716833280,6288,0
1820,808344865868283904,22041,44634
1821,808501579447930884,2753,11838
1822,808733504066486276,2293,8298
1823,808838249661788160,3234,10597
1824,809084759137812480,3727,13866
1825,809220051211603969,5934,20891
1826,809448704142938112,1553,7269
1827,809808892968534016,5174,0
1828,809920764300447744,4153,16223
1829,810254108431155201,3545,15386
1830,810284430598270976,12005,37032
1831,810657578271330305,2808,11502
1832,810896069567610880,1878,9473
1833,810984652412424192,1529,5595
1834,811386762094317568,6745,21897
1835,811627233043480576,3279,13386
1836,811647686436880384,786,5854
1837,811744202451197953,1686,7913
1838,811985624773361665,1488,7600
1839,812372279581671427,3876,14352
1840,812466873996607488,2038,8355
1841,812503143955202048,1297,6358
1842,812709060537683968,1511,6941
1843,812781120811126785,2026,7943
1844,813051746834595840,7770,21953
1845,813066809284972545,2061,8348
1846,813081950185472002,2926,10339
1847,813096984823349248,3818,11019
1848,813112105746448384,2910,10788
1849,813127251579564032,3304,12409
1850,813130366689148928,473,4675
1851,813142292504645637,2501,8847
1852,813157409116065792,2333,8123
1853,813172488309972993,2025,9733
1854,813187593374461952,4616,20772
1855,813202720496779264,1900,9632
1856,813217897535406080,7707,19537
1857,813800681631023104,1859,8734
1858,813812741911748608,14754,38090
1859,813910438903693312,1973,9730
1860,813944609378369540,3361,0
1861,814153002265309185,9163,30129
1862,814530161257443328,1953,9034
1863,814578408554463233,6146,0
1864,814638523311648768,2858,11788
1865,814986499976527872,1355,7998
1866,815390420867969024,4009,10837
1867,815639385530101762,1731,8594
1868,815736392542261248,2386,10286
1869,815745968457060357,4369,0
1870,815966073409433600,8930,23424
1871,815990720817401858,1089,5197
1872,816014286006976512,5562,0
1873,816062466425819140,1089,0
1874,816091915477250048,2265,9331
1875,816336735214911488,2049,8992
1876,816450570814898180,8530,31907
1877,816697700272001025,2308,10224
1878,816816676327063552,2151,10469
1879,816829038950027264,4970,0
1880,817056546584727552,1730,8964
1881,817120970343411712,2741,12739
1882,817171292965273600,2127,9112
1883,817181837579653120,8930,0
1884,817415592588222464,1006,5843
1885,817423860136083457,15609,35545
1886,817502432452313088,3584,0
1887,817536400337801217,3143,12299
1888,817777686764523521,2835,11193
1889,817827839487737858,28528,54060
